,,Unpolarized Performance of 490 nm Longpass Dichroic Mirror,,,,,,,
,,901,32.03972149,68.24627554,,,,,
,,902,31.3942318,68.89819462,,,,,
,,903,30.8293562,69.45773332,,,,,
,,904,30.30438328,69.99330358,,,,,
,,905,29.83933735,70.45361525,,,,,
,,906,29.45583725,70.84891975,,,,,
,,907,29.11026383,71.18323343,,,,,
,,908,28.82484245,71.47450882,,,,,
,,909,28.59405423,71.68978845,,,,,
,,910,28.41501999,71.86739401,,,,,
,,911,28.28925324,72.00459852,,,,,
,,912,28.21056175,72.07252667,,,,,
,,913,28.18485642,72.09656426,,,,,
,,914,28.21410466,72.07471833,,,,,
,,915,28.29501534,71.99205779,,,,,
,,916,28.42184639,71.87400451,,,,,
,,917,28.60039711,71.6898823,,,,,
,,918,28.83800602,71.45925854,,,,,
,,919,29.10770035,71.17602777,,,,,
,,920,29.44750881,70.83466985,,,,,
,,921,29.84802532,70.4359451,,,,,
,,922,30.28313923,70.00864982,,,,,
,,923,30.79918385,69.47288522,,,,,
,,924,31.37888145,68.89983334,,,,,
,,925,31.98402596,68.28415911,,,,,
,,926,32.68131161,67.59728742,,,,,
,,927,33.44522953,66.8235048,,,,,
,,928,34.25319195,66.00418943,,,,,
,,929,35.1401558,65.11676675,,,,,
,,930,36.13249398,64.1256972,,,,,
,,931,37.14745045,63.10303349,,,,,
,,932,38.24210835,62.00294287,,,,,
,,933,39.44822979,60.78533154,,,,,
,,934,40.6821003,59.55424503,,,,,
,,935,42.00776959,58.23868743,,,,,
,,936,43.4385643,56.78592882,,,,,
,,937,44.92222691,55.29869853,,,,,
,,938,46.39352036,53.80751979,,,,,
,,939,47.97843361,52.22086651,,,,,
,,940,49.62857437,50.57738194,,,,,
,,941,51.20171738,48.99685931,,,,,
,,942,52.89997292,47.26632957,,,,,
,,943,54.59256363,45.57884249,,,,,
,,944,56.16302681,44.00930515,,,,,
,,945,57.75222588,42.43680737,,,,,
,,946,59.22348023,40.93584966,,,,,
,,947,60.55692482,39.61763583,,,,,
,,948,61.77542687,38.39309447,,,,,
,,949,62.84821129,37.32808671,,,,,
,,950,63.65859032,36.51356921,,,,,
,,951,64.26877022,35.90770877,,,,,
,,952,64.66252899,35.52599122,,,,,
,,953,64.78687668,35.39795966,,,,,
,,954,64.67082405,35.51057111,,,,,
,,955,64.31427193,35.88628185,,,,,
,,956,63.70300675,36.48992721,,,,,
,,957,62.9269085,37.29370135,,,,,
,,958,61.90196038,38.31100027,,,,,
,,959,60.69992447,39.52791371,,,,,
,,960,59.41537667,40.82697309,,,,,
,,961,57.938694,42.32341268,,,,,
,,962,56.35993195,43.89208916,,,,,
,,963,54.81859398,45.45502116,,,,,
,,964,53.16556931,47.10151111,,,,,
,,965,51.52046585,48.77163018,,,,,
,,966,49.91084099,50.38724209,,,,,
,,967,48.30135536,51.99693539,,,,,
,,968,46.70923329,53.58179732,,,,,
,,969,45.24189186,55.06356219,,,,,
,,970,43.81333447,56.50459067,,,,,
,,971,42.41225338,57.91179752,,,,,
,,972,41.13082409,59.19198183,,,,,
,,973,39.89610768,60.43777448,,,,,
,,974,38.70169163,61.61656386,,,,,
,,975,37.60866452,62.71939497,,,,,
,,976,36.61242676,63.72019639,,,,,
,,977,35.64671898,64.69635172,,,,,
,,978,34.74047756,65.59938978,,,,,
,,979,33.93100548,66.40936817,,,,,
,,980,33.14239598,67.19731301,,,,,
,,981,32.42092323,67.93786792,,,,,
,,982,31.77935791,68.57654486,,,,,
,,983,31.17315388,69.17815145,,,,,
,,984,30.60870886,69.75241547,,,,,
,,985,30.09881544,70.24185534,,,,,
,,986,29.62602473,70.7208688,,,,,
,,987,29.18719101,71.16279342,,,,,
,,988,28.81389236,71.54142527,,,,,
,,989,28.46092081,71.89718273,,,,,
,,990,28.13957406,72.21459205,,,,,
,,991,27.86002922,72.49531602,,,,,
,,992,27.61044836,72.75236428,,,,,
,,993,27.37620306,72.97730632,,,,,
,,994,27.18295241,73.18572415,,,,,
,,995,27.01111174,73.34450586,,,,,
,,996,26.86405421,73.49769777,,,,,
,,997,26.72536802,73.62412795,,,,,
,,998,26.62511444,73.74534279,,,,,
,,999,26.53112793,73.83645013,,,,,
,,1000,26.45549822,73.9083273,,,,,
,,1001,26.40075589,73.96332394,,,,,
,,1002,26.35064793,74.01843986,,,,,
,,1003,26.31496191,74.04562562,,,,,
,,1004,26.29112005,74.07831809,,,,,
,,1005,26.2741909,74.0962552,,,,,
,,1006,26.26282072,74.10168938,,,,,
,,1007,26.25382042,74.10955338,,,,,
,,1008,26.25656843,74.12232643,,,,,
,,1009,26.2562747,74.12273511,,,,,
,,1010,26.25501633,74.12675847,,,,,
,,1011,26.25139141,74.11713159,,,,,
,,1012,26.24890041,74.13688649,,,,,
,,1013,26.24200916,74.14721625,,,,,
,,1014,26.22445154,74.15797087,,,,,
,,1015,26.20285225,74.17366503,,,,,
,,1016,26.17633057,74.21182487,,,,,
,,1017,26.13786602,74.25386912,,,,,
,,1018,26.08163405,74.30792862,,,,,
,,1019,26.02476406,74.36465131,,,,,
,,1020,25.95112419,74.44180425,,,,,
,,1021,25.8635397,74.53397291,,,,,
,,1022,25.7648902,74.63172048,,,,,
,,1023,25.65017939,74.74067337,,,,,
,,1024,25.51379204,74.87740152,,,,,
,,1025,25.3645072,75.03621145,,,,,
,,1026,25.20828677,75.19757145,,,,,
,,1027,25.03735972,75.3785332,,,,,
,,1028,24.83584071,75.57025707,,,,,
,,1029,24.63575507,75.7716242,,,,,
,,1030,24.41527891,75.99007023,,,,,
,,1031,24.17367029,76.2384672,,,,,
,,1032,23.93499232,76.48179656,,,,,
,,1033,23.68268919,76.73988506,,,,,
,,1034,23.41005135,77.01230082,,,,,
,,1035,23.13712597,77.29554929,,,,,
,,1036,22.85872603,77.57215611,,,,,
,,1037,22.55985355,77.8700223,,,,,
,,1038,22.26098633,78.16466143,,,,,
,,1039,21.97054529,78.46248875,,,,,
,,1040,21.6681943,78.77709816,,,,,
,,1041,21.3645339,79.08281623,,,,,
,,1042,21.06741953,79.37980086,,,,,
,,1043,20.76147223,79.67755942,,,,,
,,1044,20.45637178,79.98475543,,,,,
,,1045,20.17293263,80.28489763,,,,,
,,1046,19.88198615,80.57058297,,,,,
,,1047,19.5896287,80.85564536,,,,,
,,1048,19.32899952,81.13248862,,,,,
,,1049,19.05717802,81.39205479,,,,,
,,1050,18.6863246,81.63004393,,,,,
,,1051,18.45621538,81.87298232,,,,,
,,1052,18.22927618,82.10395604,,,,,
,,1053,18.00722599,82.32277563,,,,,
,,1054,17.80471659,82.53034316,,,,,
,,1055,17.61331797,82.71545204,,,,,
,,1056,17.42621708,82.90499155,,,,,
,,1057,17.25368643,83.07751112,,,,,
,,1058,17.1053443,83.24179335,,,,,
,,1059,16.95519257,83.37474649,,,,,
,,1060,16.82345987,83.51116294,,,,,
,,1061,16.70321298,83.63578218,,,,,
,,1062,16.593606,83.74231194,,,,,
,,1063,16.49955582,83.82350526,,,,,
,,1064,16.42419648,83.89758665,,,,,
,,1065,16.35545874,83.97732922,,,,,
,,1066,16.30568051,84.02015417,,,,,
,,1067,16.26803923,84.06892414,,,,,
,,1068,16.24566913,84.07991514,,,,,
,,1069,16.23718214,84.08958004,,,,,
,,1070,16.23658753,84.1002763,,,,,
,,1071,16.25787354,84.08041392,,,,,
,,1072,16.29480386,84.02650053,,,,,
,,1073,16.34192109,83.97839051,,,,,
,,1074,16.40934539,83.90956275,,,,,
,,1075,16.49322843,83.82908353,,,,,
,,1076,16.59984517,83.72595836,,,,,
,,1077,16.70767164,83.60484305,,,,,
,,1078,16.84551859,83.46187737,,,,,
,,1079,16.99660754,83.31875163,,,,,
,,1080,17.15381694,83.15526026,,,,,
,,1081,17.34505033,82.9551198,,,,,
,,1082,17.55846572,82.75344016,,,,,
,,1083,17.78444099,82.52179388,,,,,
,,1084,18.02662373,82.29605636,,,,,
,,1085,18.30182862,81.98999659,,,,,
,,1086,18.57016683,81.71836332,,,,,
,,1087,18.89467597,81.39212403,,,,,
,,1088,19.25082684,81.04923233,,,,,
,,1089,19.59410548,80.67136694,,,,,
,,1090,19.97680283,80.28186488,,,,,
,,1091,20.3990674,79.87827074,,,,,
,,1092,20.84384513,79.42974921,,,,,
,,1093,21.30686379,78.96085203,,,,,
,,1094,21.83025408,78.44335994,,,,,
,,1095,22.3578043,77.86762571,,,,,
,,1096,22.93050289,77.3422864,,,,,
,,1097,23.53348398,76.71237407,,,,,
,,1098,24.18325233,76.08096217,,,,,
,,1099,24.82799339,75.39116382,,,,,
,,1100,25.56131363,74.64419848,,,,,
,,1101,26.3613534,73.86985382,,,,,
,,1102,27.1186409,73.09326445,,,,,
,,1103,27.98496247,72.23886737,,,,,
,,1104,28.88883686,71.29001806,,,,,
,,1105,29.79139281,70.41983728,,,,,
,,1106,30.8104415,69.38671873,,,,,
,,1107,31.87048626,68.32912687,,,,,
,,1108,32.92815829,67.23476663,,,,,
,,1109,34.08435822,66.13982484,,,,,
,,1110,35.25400162,64.89276845,,,,,
,,1111,36.50076676,63.67433186,,,,,
,,1112,37.78067446,62.34369125,,,,,
,,1113,39.13609314,61.01096931,,,,,
,,1114,40.57442951,59.60014803,,,,,
,,1115,41.98177529,58.14027915,,,,,
,,1116,43.49884415,56.61903336,,,,,
,,1117,45.04683781,55.09701894,,,,,
,,1118,46.64296818,53.47326859,,,,,
,,1119,48.35837364,51.80729364,,,,,
,,1120,50.07249356,50.00181895,,,,,
,,1121,51.81014824,48.30808289,,,,,
,,1122,53.63675213,46.49309342,,,,,
,,1123,55.52324486,44.58609826,,,,,
,,1124,57.36944199,42.77601269,,,,,
,,1125,59.30947685,40.78605243,,,,,
,,1126,61.3046856,38.80376397,,,,,
,,1127,63.23295212,36.91258506,,,,,
,,1128,65.1160965,35.0011721,,,,,
,,1129,67.06407166,33.07405273,,,,,
,,1130,68.92934799,31.23823818,,,,,
,,1131,70.66998291,29.47193106,,,,,
,,1132,72.35790443,27.72018043,,,,,
,,1133,73.95046997,26.17832765,,,,,
,,1134,75.39164734,24.82896252,,,,,
,,1135,76.54629135,23.56227081,,,,,
,,1136,77.59757233,22.56047198,,,,,
,,1137,78.37735367,21.80554627,,,,,
,,1138,78.93124009,21.2657016,,,,,
,,1139,79.17650605,21.0403083,,,,,
,,1140,79.07616806,21.06497973,,,,,
,,1141,78.87344742,21.3939314,,,,,
,,1142,78.22898483,21.99181757,,,,,
,,1143,77.39098359,22.80573107,,,,,
,,1144,76.3049202,23.94800274,,,,,
,,1145,74.94351578,25.31018908,,,,,
,,1146,73.4178505,26.78942154,,,,,
,,1147,71.75692749,28.47838239,,,,,
,,1148,69.94409561,30.35430068,,,,,
,,1149,67.97167206,32.24490082,,,,,
,,1150,66.01673889,34.25083459,,,,,
,,1151,63.94054223,36.36377389,,,,,
,,1152,61.8402443,38.379438,,,,,
,,1153,59.88633728,40.38418864,,,,,
,,1154,57.8687191,42.43725178,,,,,
,,1155,55.86880303,44.35573679,,,,,
,,1156,54.03770828,46.21230493,,,,,
,,1157,52.24437714,48.07011495,,,,,
,,1158,50.47446442,49.80766064,,,,,
,,1159,48.90746689,51.33824537,,,,,
,,1160,47.35031128,52.9401187,,,,,
,,1161,45.89531517,54.42069307,,,,,
,,1162,44.55908585,55.71952391,,,,,
,,1163,43.2589407,57.00703151,,,,,
,,1164,42.04465294,58.25894888,,,,,
,,1165,40.96459198,59.32038336,,,,,
,,1166,39.92297363,60.38125035,,,,,
,,1167,38.94123173,61.32706732,,,,,
,,1168,38.03651715,62.25799781,,,,,
,,1169,37.20422364,63.06637604,,,,,
,,1170,36.40632439,63.87966304,,,,,
,,1171,35.68823242,64.57560431,,,,,
,,1172,35.04353523,65.3026865,,,,,
,,1173,34.3875227,65.85996736,,,,,
,,1174,33.82454014,66.45067619,,,,,
,,1175,33.30034065,66.95769529,,,,,
,,1176,32.80591106,67.48620099,,,,,
,,1177,32.34140682,67.96571329,,,,,
,,1178,31.94686127,68.3233331,,,,,
,,1179,31.56755782,68.72476467,,,,,
,,1180,31.20554543,69.06251825,,,,,
,,1181,30.91830158,69.33366074,,,,,
,,1182,30.65020943,69.67189591,,,,,
,,1183,30.35909605,69.93158304,,,,,
,,1184,30.1549325,70.12455675,,,,,
,,1185,29.95918846,70.32261978,,,,,
,,1186,29.78762341,70.49688319,,,,,
,,1187,29.64733553,70.61076939,,,,,
,,1188,29.52443076,70.74165325,,,,,
,,1189,29.42757702,70.85340503,,,,,
,,1190,29.35772324,70.94815976,,,,,
,,1191,29.3019743,70.91251221,,,,,
,,1192,29.28656626,70.98561814,,,,,
,,1193,29.27219487,70.99719696,,,,,
,,1194,29.28808403,70.98544325,,,,,
,,1195,29.32613516,70.94287579,,,,,
,,1196,29.37955618,70.88070564,,,,,
,,1197,29.451159,70.810166,,,,,
,,1198,29.54775048,70.72394268,,,,,
,,1199,29.6564064,70.61069801,,,,,
,,1200,29.81712294,70.50811638,,,,,
,,1201,29.91837979,70.37288538,,,,,
,,1202,30.12358046,70.20154326,,,,,
,,1203,30.30567122,70.00864444,,,,,
,,1204,30.50724507,69.76531631,,,,,
,,1205,30.74952698,69.62032752,,,,,
,,1206,30.98168468,69.34325042,,,,,
,,1207,31.24851895,69.07682883,,,,,
,,1208,31.51995087,68.77926274,,,,,
,,1209,31.81894494,68.47528971,,,,,
,,1210,32.13725758,68.14222197,,,,,
,,1211,32.47955179,67.87600773,,,,,
,,1212,32.82246781,67.48372313,,,,,
,,1213,33.18655348,67.11218026,,,,,
,,1214,33.58523322,66.72191646,,,,,
,,1215,33.99152088,66.27681798,,,,,
,,1216,34.40259171,65.88776369,,,,,
,,1217,34.83897782,65.4629563,,,,,
,,1218,35.32478619,64.99004494,,,,,
,,1219,35.79329014,64.4947527,,,,,
,,1220,36.29464054,63.99885311,,,,,
,,1221,36.82270336,63.45424519,,,,,
,,1222,37.33306122,62.96241306,,,,,
,,1223,37.89676095,62.39958778,,,,,
,,1224,38.49032402,61.83663921,,,,,
,,1225,39.03479481,61.25062553,,,,,
,,1226,39.61195087,60.64155033,,,,,
,,1227,40.28479481,59.95621722,,,,,
,,1228,40.90447522,59.36778182,,,,,
,,1229,41.58189488,58.73884352,,,,,
,,1230,42.23489285,58.04244211,,,,,
,,1231,42.90843487,57.35537527,,,,,
,,1232,43.60864353,56.65222246,,,,,
,,1233,44.31692696,55.92015838,,,,,
,,1234,45.05801392,55.18468992,,,,,
,,1235,45.79045868,54.45136554,,,,,
,,1236,46.55344868,53.69796894,,,,,
,,1237,47.34492302,52.89830704,,,,,
,,1238,48.08748722,52.14171357,,,,,
,,1239,48.871068,51.33480787,,,,,
,,1240,49.70598984,50.51043935,,,,,
,,1241,50.49807549,49.73168811,,,,,
,,1242,51.41766167,48.931286,,,,,
,,1243,52.14112378,48.07029427,,,,,
,,1244,52.97222805,47.26972496,,,,,
,,1245,53.81228447,46.40268437,,,,,
,,1246,54.66752243,45.55609733,,,,,
,,1247,55.47721863,44.74198883,,,,,
,,1248,56.3336525,43.91440818,,,,,
,,1249,57.15613174,43.07306452,,,,,
,,1250,57.98134041,42.272068,,,,,
,,1251,58.78637886,41.44650288,,,,,
,,1252,59.60286904,40.63858255,,,,,
,,1253,60.39308358,39.86732799,,,,,
,,1254,61.12836838,39.06170983,,,,,
,,1255,61.89846993,38.32331007,,,,,
,,1256,62.64615631,37.58189817,,,,,
,,1257,63.37693787,36.91454906,,,,,
,,1258,64.05563164,36.21938976,,,,,
,,1259,64.72584725,35.56926456,,,,,
,,1260,65.28622628,34.95989158,,,,,
,,1261,65.87105751,34.36564521,,,,,
,,1262,66.41102028,33.8413906,,,,,
,,1263,66.92111969,33.35076586,,,,,
,,1264,67.37952423,32.88081688,,,,,
,,1265,67.83489991,32.47708501,,,,,
,,1266,68.18441582,32.12244144,,,,,
,,1267,68.51657486,31.81767119,,,,,
,,1268,68.77147675,31.53000351,,,,,
,,1269,68.96585655,31.30798027,,,,,
,,1270,69.15402603,31.14874225,,,,,
,,1271,69.2747078,31.02701973,,,,,
,,1272,69.33545304,30.95378459,,,,,
,,1273,69.34824944,30.94443537,,,,,
,,1274,69.34422302,30.97268732,,,,,
,,1275,69.2624054,31.05172168,,,,,
,,1276,69.15209198,31.16419881,,,,,
,,1277,68.98483658,31.33358735,,,,,
,,1278,68.78177262,31.54432219,,,,,
,,1279,68.5706234,31.80045755,,,,,
,,1280,68.28053093,32.04702385,,,,,
,,1281,67.95055389,32.37669104,,,,,
,,1282,67.61936951,32.71534895,,,,,
,,1283,67.22721291,33.09335221,,,,,
,,1284,66.8205185,33.51486655,,,,,
,,1285,66.39424324,33.92228866,,,,,
,,1286,65.95688629,34.37572764,,,,,
,,1287,65.50356102,34.85760471,,,,,
,,1288,65.04652405,35.33134056,,,,,
,,1289,64.51167297,35.8260558,,,,,
,,1290,63.99158669,36.35562969,,,,,
,,1291,63.47924042,36.87110733,,,,,
,,1292,62.95059777,37.40120025,,,,,
,,1293,62.40501595,37.94531686,,,,,
,,1294,61.87340355,38.50011538,,,,,
,,1295,61.33607483,39.02807497,,,,,
,,1296,60.7535038,39.58796406,,,,,
,,1297,60.21718025,40.15618176,,,,,
,,1298,59.67490006,40.6782179,,,,,
,,1299,59.12597657,41.23876693,,,,,
,,1300,58.57585526,41.79059508,,,,,
,,1301,58.03415489,42.32837379,,,,,
,,1302,57.50114251,42.8847385,,,,,
,,1303,56.9422493,43.42873408,,,,,
,,1304,56.42546082,43.92673571,,,,,
,,1305,55.89819908,44.48103421,,,,,
,,1306,55.36504364,45.00815696,,,,,
,,1307,54.85484695,45.51019696,,,,,
,,1308,54.30804444,46.02507727,,,,,
,,1309,53.82492066,46.54110756,,,,,
,,1310,53.32954598,47.04019307,,,,,
,,1311,52.83721161,47.5275213,,,,,
,,1312,52.33473587,48.01789179,,,,,
,,1313,51.87323761,48.512215,,,,,
,,1314,51.41957856,48.97494912,,,,,
,,1315,50.91656876,49.45402123,,,,,
,,1316,50.45755387,49.91896968,,,,,
,,1317,50.00239182,50.35791074,,,,,
,,1318,49.54444504,50.82054719,,,,,
,,1319,49.0982647,51.26890007,,,,,
,,1320,48.66511918,51.70572577,,,,,
,,1321,48.21186256,52.14094425,,,,,
,,1322,47.78378487,52.59857307,,,,,
,,1323,47.35803986,53.00125392,,,,,
,,1324,46.93289948,53.43549931,,,,,
,,1325,46.51073266,53.86233213,,,,,
,,1326,46.10863114,54.25799881,,,,,
,,1327,45.6873188,54.67522208,,,,,
,,1328,45.27523613,55.09954611,,,,,
,,1329,44.86404992,55.49146222,,,,,
,,1330,44.47289277,55.88306149,,,,,
,,1331,44.0696106,56.2947632,,,,,
,,1332,43.68120766,56.69283492,,,,,
,,1333,43.27990151,57.06936152,,,,,
,,1334,42.88604165,57.47444411,,,,,
,,1335,42.49372673,57.86647042,,,,,
,,1336,42.12965012,58.23447251,,,,,
,,1337,41.73891831,58.63351039,,,,,
,,1338,41.3560772,59.00403822,,,,,
,,1339,40.98846817,59.36462602,,,,,
,,1340,40.60689736,59.74441737,,,,,
,,1341,40.23030663,60.11980933,,,,,
,,1342,39.87929535,60.49188828,,,,,
,,1343,39.51924324,60.85993792,,,,,
,,1344,39.14434815,61.201965,,,,,
,,1345,38.80398941,61.55062692,,,,,
,,1346,38.43999863,61.89911793,,,,,
,,1347,38.08370686,62.27553964,,,,,
,,1348,37.73854924,62.60863852,,,,,
,,1349,37.40044117,62.94147625,,,,,
,,1350,37.06521225,63.28636575,,,,,
,,1351,36.73669338,63.64407185,,,,,
,,1352,36.41028214,63.94865351,,,,,
,,1353,36.07361031,64.29305129,,,,,
,,1354,35.75264073,64.6172489,,,,,
,,1355,35.43486309,64.9224097,,,,,
,,1356,35.11972523,65.23901713,,,,,
,,1357,34.80025673,65.55008126,,,,,
,,1358,34.50782013,65.8496874,,,,,
,,1359,34.19657898,66.16193773,,,,,
,,1360,33.89408017,66.46743146,,,,,
,,1361,33.59654618,66.7512575,,,,,
,,1362,33.31005383,67.04195134,,,,,
,,1363,33.00529766,67.33559782,,,,,
,,1364,32.73343087,67.61277832,,,,,
,,1365,32.45200253,67.89765835,,,,,
,,1366,32.16824341,68.15727159,,,,,
,,1367,31.89764786,68.38476759,,,,,
,,1368,31.63755608,68.6459734,,,,,
,,1369,31.37264252,68.8988848,,,,,
,,1370,31.10659695,69.13343776,,,,,
,,1371,30.84594917,69.34809643,,,,,
,,1372,30.5916586,69.58628922,,,,,
,,1373,30.33737087,69.79949653,,,,,
,,1374,30.10189343,69.9967565,,,,,
,,1375,29.87022686,70.2180366,,,,,
,,1376,29.62482167,70.36468262,,,,,
,,1377,29.41474533,70.5574115,,,,,
,,1378,29.19586372,70.73091981,,,,,
,,1379,28.97466183,70.90522701,,,,,
,,1380,28.78045655,71.07467431,,,,,
,,1381,28.5768919,71.23262311,,,,,
,,1382,28.39608193,71.40454717,,,,,
,,1383,28.22838402,71.54793262,,,,,
,,1384,28.06643105,71.70624396,,,,,
,,1385,27.93302059,71.8517108,,,,,
,,1386,27.81422329,71.9858831,,,,,
,,1387,27.71448136,72.10058351,,,,,
,,1388,27.609128,72.21041122,,,,,
,,1389,27.53295517,72.32338113,,,,,
,,1390,27.45680428,72.39336251,,,,,
,,1391,27.38580132,72.49147933,,,,,
,,1392,27.32962036,72.60078402,,,,,
,,1393,27.26781082,72.68134284,,,,,
,,1394,27.22031403,72.7592283,,,,,
,,1395,27.17839623,72.83574714,,,,,
,,1396,27.13381386,72.87912437,,,,,
,,1397,27.10270882,72.93865564,,,,,
,,1398,27.0832119,72.98065097,,,,,
,,1399,27.05970764,73.02296607,,,,,
,,1400,27.04873371,73.06586032,,,,,
,,1401,27.05012513,73.10879428,,,,,
,,1402,27.03679276,73.10640089,,,,,
,,1403,27.0527997,73.13236701,,,,,
,,1404,27.06019211,73.16107012,,,,,
,,1405,27.08028317,73.09661334,,,,,
,,1406,27.10017777,73.1177832,,,,,
,,1407,27.11695576,73.12788528,,,,,
,,1408,27.16590786,73.04495073,,,,,
,,1409,27.19586802,73.06945704,,,,,
,,1410,27.24927712,73.00887243,,,,,
,,1411,27.29837513,73.02912814,,,,,
,,1412,27.36152077,72.90608601,,,,,
,,1413,27.43428183,72.87598339,,,,,
,,1414,27.48927927,72.80364248,,,,,
,,1415,27.56985283,72.73560543,,,,,
,,1416,27.66433811,72.68056288,,,,,
,,1417,27.75339699,72.56647096,,,,,
,,1418,27.84596872,72.47103918,,,,,
,,1419,27.94706249,72.39840275,,,,,
,,1420,28.06628657,72.25463492,,,,,
,,1421,28.16897965,72.21207751,,,,,
,,1422,28.30528403,71.99435186,,,,,
,,1423,28.43859387,71.90166749,,,,,
,,1424,28.57104159,71.77787838,,,,,
,,1425,28.71662045,71.62935079,,,,,
,,1426,28.8671527,71.47171031,,,,,
,,1427,29.01900816,71.34029932,,,,,
,,1428,29.18393469,71.1755616,,,,,
,,1429,29.35771179,71.0070646,,,,,
,,1430,29.53122855,70.82248272,,,,,
,,1431,29.71388674,70.63894032,,,,,
,,1432,29.90776444,70.47093031,,,,,
,,1433,30.09084702,70.26903385,,,,,
,,1434,30.29114533,70.0711187,,,,,
,,1435,30.51307011,69.85418394,,,,,
,,1436,30.7210989,69.64556066,,,,,
,,1437,30.94033051,69.43604792,,,,,
,,1438,31.16439581,69.21372354,,,,,
,,1439,31.4040351,68.97775748,,,,,
,,1440,31.64005947,68.73290015,,,,,
,,1441,31.88457585,68.49358654,,,,,
,,1442,32.14566708,68.25593221,,,,,
,,1443,32.38935566,67.98622576,,,,,
,,1444,32.65373516,67.72737929,,,,,
,,1445,32.92222786,67.45594616,,,,,
,,1446,33.19231606,67.19864213,,,,,
,,1447,33.47245216,66.92686735,,,,,
,,1448,33.75877381,66.62568931,,,,,
,,1449,34.04296589,66.34352543,,,,,
,,1450,34.3241539,66.06834156,,,,,
,,1451,34.62589169,65.76576538,,,,,
,,1452,34.91706467,65.48358391,,,,,
,,1453,35.22379494,65.16590189,,,,,
,,1454,35.53587055,64.85992782,,,,,
,,1455,35.84095001,64.54173842,,,,,
,,1456,36.14201832,64.2680886,,,,,
,,1457,36.45911598,63.91939502,,,,,
,,1458,36.81232452,63.60725717,,,,,
,,1459,37.10188389,63.31444365,,,,,
,,1460,37.4183588,63.02394184,,,,,
,,1461,37.73641968,62.66372039,,,,,
,,1462,38.05943394,62.34923878,,,,,
,,1463,38.38667107,62.03962049,,,,,
,,1464,38.67956829,61.67628966,,,,,
,,1465,39.01367092,61.39494018,,,,,
,,1466,39.33649063,61.112759,,,,,
,,1467,39.65695667,60.7535844,,,,,
,,1468,39.9601183,60.43512215,,,,,
,,1469,40.27001572,60.13677745,,,,,
,,1470,40.57865524,59.81973615,,,,,
,,1471,40.8917017,59.51991644,,,,,
,,1472,41.19019222,59.22022405,,,,,
,,1473,41.48183346,58.91444821,,,,,
,,1474,41.77732372,58.63318211,,,,,
,,1475,42.05200196,58.35440685,,,,,
,,1476,42.31683731,58.06725756,,,,,
,,1477,42.60590077,57.80529216,,,,,
,,1478,42.87950421,57.55043112,,,,,
,,1479,43.12919617,57.29560484,,,,,
,,1480,43.38509178,57.05260456,,,,,
,,1481,43.60600853,56.80829573,,,,,
,,1482,43.82437706,56.58139179,,,,,
,,1483,44.04006958,56.35878373,,,,,
,,1484,44.25029564,56.17816702,,,,,
,,1485,44.44124127,55.98422422,,,,,
,,1486,44.64403629,55.81225395,,,,,
,,1487,44.78426457,55.64022566,,,,,
,,1488,44.93069077,55.49597506,,,,,
,,1489,45.05801583,55.32718243,,,,,
,,1490,45.18209553,55.22674977,,,,,
,,1491,45.29621124,55.14182051,,,,,
,,1492,45.39791012,55.04005585,,,,,
,,1493,45.48053456,54.97143242,,,,,
,,1494,45.5242672,54.92446227,,,,,
,,1495,45.5510664,54.85899064,,,,,
,,1496,45.54943562,54.86352421,,,,,
,,1497,45.59110737,54.85968889,,,,,
,,1498,45.56770134,54.87709434,,,,,
,,1499,45.55415631,54.91917351,,,,,
,,1500,45.47171784,54.95208982,,,,,
,,1501,45.40075875,55.03514309,,,,,
,,1502,45.30012608,55.12625779,,,,,
,,1503,45.20730496,55.26903188,,,,,
,,1504,45.09268475,55.38734575,,,,,
,,1505,44.92117024,55.53610328,,,,,
,,1506,44.7369814,55.67069852,,,,,
,,1507,44.56757832,55.86252021,,,,,
,,1508,44.35654259,56.08270443,,,,,
,,1509,44.16306115,56.29482042,,,,,
,,1510,43.92056275,56.52555404,,,,,
,,1511,43.69357681,56.8009793,,,,,
,,1512,43.40850449,57.05197451,,,,,
,,1513,43.13147164,57.31806863,,,,,
,,1514,42.8305006,57.60381996,,,,,
,,1515,42.50636959,57.91681945,,,,,
,,1516,42.22433186,58.25363382,,,,,
,,1517,41.88830281,58.58817989,,,,,
,,1518,41.56065274,58.96731191,,,,,
,,1519,41.18426323,59.24438142,,,,,
,,1520,40.83576584,59.63319581,,,,,
,,1521,40.46886826,60.0072378,,,,,
,,1522,40.09094048,60.36607221,,,,,
,,1523,39.73391438,60.77136909,,,,,
,,1524,39.32239724,61.171035,,,,,
,,1525,38.9382,61.52575272,,,,,
,,1526,38.55136299,61.91552487,,,,,
,,1527,38.16630459,62.35003016,,,,,
,,1528,37.77301025,62.7372291,,,,,
,,1529,37.35877609,63.10479731,,,,,
,,1530,36.95666218,63.52521984,,,,,
,,1531,36.5799017,63.93675892,,,,,
,,1532,36.17200184,64.35630624,,,,,
,,1533,35.75911713,64.72219547,,,,,
,,1534,35.37983036,65.1216876,,,,,
,,1535,35.01058674,65.50760845,,,,,
,,1536,34.60420513,65.91943686,,,,,
,,1537,34.20454789,66.30869983,,,,,
,,1538,33.82345105,66.64489826,,,,,
,,1539,33.45278168,67.03559775,,,,,
