,,Unpolarized Performance of 805 nm Longpass Dichroic Mirror,,
,,1214,98.33533,1.44872
,,1215,98.28756,1.47109
,,1216,98.29821,1.49597
,,1217,98.27712,1.53135
,,1218,98.24697,1.56121
,,1219,98.21964,1.58848
,,1220,98.22582,1.61187
,,1221,98.15395,1.63955
,,1222,98.07346,1.66864
,,1223,98.05198,1.68349
,,1224,98.09202,1.69385
,,1225,98.08457,1.70601
,,1226,98.11223,1.71639
,,1227,98.07878,1.72053
,,1228,98.11771,1.71886
,,1229,98.08065,1.70672
,,1230,97.98824,1.69916
,,1231,98.08223,1.68542
,,1232,98.12885,1.67033
,,1233,98.12176,1.65369
,,1234,98.15345,1.63542
,,1235,98.15776,1.60709
,,1236,98.1552,1.58063
,,1237,98.18743,1.55838
,,1238,98.18076,1.53861
,,1239,98.21833,1.51032
,,1240,98.2533,1.48677
,,1241,98.27262,1.47182
,,1242,98.26435,1.44772
,,1243,98.30156,1.42137
,,1244,98.32708,1.41204
,,1245,98.31857,1.38918
,,1246,98.35188,1.37184
,,1247,98.34996,1.36248
,,1248,98.35901,1.35086
,,1249,98.38811,1.34328
,,1250,98.36235,1.33028
,,1251,98.3831,1.33081
,,1252,98.41512,1.3359
,,1253,98.41982,1.33681
,,1254,98.43923,1.3386
,,1255,98.39912,1.34511
,,1256,98.40386,1.3629
,,1257,98.38659,1.37176
,,1258,98.37001,1.38732
,,1259,98.35948,1.41088
,,1260,98.33706,1.43136
,,1261,98.21878,1.46498
,,1262,98.16357,1.50245
,,1263,98.22779,1.53637
,,1264,98.19745,1.58376
,,1265,98.13807,1.63568
,,1266,98.08133,1.69222
,,1267,98.02522,1.7495
,,1268,98.01689,1.8184
,,1269,97.89168,1.88906
,,1270,97.88475,1.96368
,,1271,97.72997,2.04426
,,1272,97.65683,2.12997
,,1273,97.55767,2.22207
,,1274,97.43103,2.31457
,,1275,97.34291,2.42205
,,1276,97.24614,2.53127
,,1277,97.13227,2.64067
,,1278,97.02385,2.76312
,,1279,96.8934,2.88862
,,1280,96.75977,3.01471
,,1281,96.62178,3.15195
,,1282,96.47998,3.29769
,,1283,96.32476,3.44502
,,1284,96.17984,3.59312
,,1285,96.01115,3.75518
,,1286,95.8454,3.91904
,,1287,95.68101,4.08428
,,1288,95.51515,4.26102
,,1289,95.33478,4.43019
,,1290,95.16129,4.60641
,,1291,94.9782,4.77604
,,1292,94.80667,4.95268
,,1293,94.62927,5.13121
,,1294,94.43776,5.3089
,,1295,94.26369,5.48904
,,1296,94.07996,5.6736
,,1297,93.88114,5.85932
,,1298,93.68511,6.05106
,,1299,93.4664,6.26665
,,1300,93.24268,6.49651
,,1301,92.96701,6.7588
,,1302,92.69019,7.04429
,,1303,92.34628,7.38232
,,1304,91.94033,7.78205
,,1305,91.49894,8.22104
,,1306,90.94305,8.77094
,,1307,90.29561,9.41503
,,1308,89.57307,10.13049
,,1309,88.72552,10.98007
,,1310,87.74603,11.96356
,,1311,86.6557,13.05391
,,1312,85.4287,14.28741
,,1313,84.12263,15.69956
,,1314,82.51491,17.2035
,,1315,80.87615,18.83686
,,1316,79.06287,20.6742
,,1317,77.13281,22.58642
,,1318,75.10358,24.62309
,,1319,72.91212,26.81023
,,1320,70.5907,29.14692
,,1321,68.29351,31.44967
,,1322,65.81891,33.91396
,,1323,63.27456,36.45937
,,1324,60.811,38.93339
,,1325,58.16463,41.57874
,,1326,55.51244,44.23684
,,1327,53.00397,46.74561
,,1328,50.43618,49.30603
,,1329,47.88596,51.86114
,,1330,45.45529,54.27845
,,1331,43.05539,56.68664
,,1332,40.64895,59.07578
,,1333,38.43585,61.28156
,,1334,36.31829,63.39944
,,1335,34.23278,65.47178
,,1336,32.28936,67.39537
,,1337,30.46219,69.22067
,,1338,28.68578,70.98983
,,1339,27.02251,72.63066
,,1340,25.49986,74.13054
,,1341,24.04408,75.58808
,,1342,22.66504,76.94442
,,1343,21.42913,78.18199
,,1344,20.21229,79.38725
,,1345,19.08576,80.51833
,,1346,18.07804,81.48532
,,1347,17.11126,82.43433
,,1348,16.20561,83.34215
,,1349,15.40172,84.14432
,,1350,14.63514,84.90785
,,1351,13.90292,85.63305
,,1352,13.24395,86.27932
,,1353,12.6324,86.88409
,,1354,12.04257,87.45183
,,1355,11.52713,87.98972
,,1356,11.03062,88.45088
,,1357,10.55752,88.9299
,,1358,10.1323,89.3474
,,1359,9.74583,89.74632
,,1360,9.37316,90.0917
,,1361,9.02848,90.43056
,,1362,8.71714,90.7224
,,1363,8.42434,91.01674
,,1364,8.14488,91.2615
,,1365,7.91811,91.49797
,,1366,7.69174,91.71135
,,1367,7.50916,91.91137
,,1368,7.3286,92.06369
,,1369,7.17985,92.2041
,,1370,7.03882,92.33645
,,1371,6.92426,92.4533
,,1372,6.81769,92.52865
,,1373,6.72908,92.60781
,,1374,6.67091,92.66353
,,1375,6.62279,92.72492
,,1376,6.58237,92.74499
,,1377,6.56733,92.76692
,,1378,6.55494,92.74821
,,1379,6.56551,92.74988
,,1380,6.58992,92.69696
,,1381,6.63365,92.65095
,,1382,6.69865,92.56135
,,1383,6.77106,92.47206
,,1384,6.86559,92.39087
,,1385,6.95951,92.27434
,,1386,7.06953,92.16016
,,1387,7.18753,92.05676
,,1388,7.30621,91.93715
,,1389,7.43101,91.81127
,,1390,7.54701,91.70278
,,1391,7.67755,91.58414
,,1392,7.79704,91.45999
,,1393,7.91297,91.35027
,,1394,8.00921,91.26734
,,1395,8.1021,91.16185
,,1396,8.16813,91.09876
,,1397,8.22856,91.08897
,,1398,8.24906,91.0655
,,1399,8.2527,91.05216
,,1400,8.23372,91.10226
,,1401,8.1797,91.1307
,,1402,8.10702,91.21184
,,1403,8.0248,91.31993
,,1404,7.89929,91.46681
,,1405,7.75041,91.56046
,,1406,7.59257,91.77671
,,1407,7.39612,91.97355
,,1408,7.18745,92.15392
,,1409,6.97528,92.38121
,,1410,6.74054,92.63784
,,1411,6.49608,92.85795
,,1412,6.24395,93.08602
,,1413,5.98877,93.35475
,,1414,5.72382,93.6397
,,1415,5.44941,93.83963
,,1416,5.19492,94.14094
,,1417,4.92787,94.44528
,,1418,4.66317,94.62085
,,1419,4.41282,94.88943
,,1420,4.17118,95.14426
,,1421,3.92131,95.37679
,,1422,3.70843,95.72624
,,1423,3.48157,95.73711
,,1424,3.27775,96.0274
,,1425,3.08806,96.22215
,,1426,2.89676,96.41739
,,1427,2.71604,96.59749
,,1428,2.54935,96.75651
,,1429,2.38673,96.91774
,,1430,2.2335,97.06169
,,1431,2.09986,97.19894
,,1432,1.97385,97.33592
,,1433,1.84871,97.44832
,,1434,1.7441,97.55501
,,1435,1.65031,97.64934
,,1436,1.5665,97.72829
,,1437,1.48346,97.80624
,,1438,1.41513,97.87454
,,1439,1.35839,97.94429
,,1440,1.30321,97.99976
,,1441,1.26087,98.03693
,,1442,1.21777,98.08065
,,1443,1.18351,98.10693
,,1444,1.14907,98.15246
,,1445,1.1284,98.16026
,,1446,1.10028,98.18575
,,1447,1.08427,98.19849
,,1448,1.06711,98.21719
,,1449,1.05922,98.22777
,,1450,1.05509,98.22926
,,1451,1.04662,98.23012
,,1452,1.04769,98.24198
,,1453,1.04703,98.23303
,,1454,1.04552,98.226
,,1455,1.05863,98.2028
,,1456,1.06587,98.21273
,,1457,1.07682,98.19395
,,1458,1.10157,98.20792
,,1459,1.11994,98.16484
,,1460,1.14262,98.0992
,,1461,1.17009,98.09559
,,1462,1.2026,98.06694
,,1463,1.23604,98.05124
,,1464,1.27858,97.99614
,,1465,1.33164,97.94861
,,1466,1.37533,97.90421
,,1467,1.4353,97.83321
,,1468,1.50539,97.62948
,,1469,1.57056,97.69419
,,1470,1.66225,97.60598
,,1471,1.7558,97.51322
,,1472,1.85439,97.40895
,,1473,1.96927,97.28707
,,1474,2.09507,97.15441
,,1475,2.24295,97.01025
,,1476,2.39929,96.84038
,,1477,2.58806,96.6607
,,1478,2.79702,96.55925
,,1479,3.03039,96.21191
,,1480,3.29397,95.94133
,,1481,3.58922,95.64207
,,1482,3.92245,95.31603
,,1483,4.30803,94.92327
,,1484,4.74383,94.48263
,,1485,5.21782,94.01405
,,1486,5.7587,93.46471
,,1487,6.38783,92.83524
,,1488,7.05711,92.16657
,,1489,7.83979,91.3756
,,1490,8.70212,90.51162
,,1491,9.62209,89.59068
,,1492,10.64045,88.57345
,,1493,11.7628,87.46146
,,1494,12.95433,86.25501
,,1495,14.22588,84.9768
,,1496,15.62948,83.57989
,,1497,17.08524,82.12962
,,1498,18.55554,80.68063
,,1499,20.12673,79.08418
,,1500,21.75929,77.47139
,,1501,23.39434,75.84709
,,1502,25.09982,74.15731
,,1503,26.85923,72.4477
,,1504,28.5075,70.77352
,,1505,30.22355,69.07976
,,1506,31.93883,67.39242
,,1507,33.54093,65.82887
,,1508,35.16573,64.23817
,,1509,36.73747,62.67768
,,1510,38.13243,61.28485
,,1511,39.49645,59.95823
,,1512,40.76004,58.71031
,,1513,41.88614,57.67254
,,1514,42.84057,56.68654
,,1515,43.71296,55.8375
,,1516,44.4207,55.15699
,,1517,44.95847,54.6403
,,1518,45.3643,54.26387
,,1519,45.63591,54.0814
,,1520,45.65909,53.92754
,,1521,45.63125,54.01707
,,1522,45.44626,54.21217
,,1523,45.13739,54.53724
,,1524,44.71785,55.00229
,,1525,44.07571,55.55564
,,1526,43.41574,56.26197
,,1527,42.57753,57.0865
,,1528,41.59513,58.06962
,,1529,40.55662,59.08669
,,1530,39.35371,60.26571
,,1531,38.04957,61.58525
,,1532,36.67761,62.94281
,,1533,35.2205,64.34958
,,1534,33.64789,65.91534
,,1535,32.08107,67.48476
,,1536,30.49726,69.01227
,,1537,28.86276,70.66159
,,1538,27.21189,72.27849
,,1539,25.61063,73.8888
,,1540,23.93689,75.46008
,,1541,22.30923,77.11777
,,1542,20.75664,78.66755
,,1543,19.19836,80.2084
,,1544,17.67105,81.6524
,,1545,16.28611,83.06978
,,1546,14.87581,84.48542
,,1547,13.55215,85.74661
,,1548,12.39132,86.90967
,,1549,11.30187,88.03253
,,1550,10.30451,88.97901
,,1551,9.44136,89.8334
,,1552,8.65988,90.5589
,,1553,7.96722,91.28601
,,1554,7.38412,91.85821
,,1555,6.88777,92.38091
,,1556,6.44187,92.77141
,,1557,6.06305,93.17035
,,1558,5.73041,93.49386
,,1559,5.43375,93.78246
,,1560,5.19061,94.04783
,,1561,4.97889,94.22982
,,1562,4.7888,94.40301
,,1563,4.62306,94.59551
,,1564,4.49372,94.69745
,,1565,4.37791,94.8152
,,1566,4.27404,94.92588
,,1567,4.19693,95.02094
,,1568,4.13825,95.03158
,,1569,4.09367,95.09013
,,1570,4.05633,95.14918
,,1571,4.03401,95.14727
,,1572,4.03415,95.11427
,,1573,4.04838,95.12947
,,1574,4.08153,95.13329
,,1575,4.12163,95.05757
,,1576,4.17734,94.97209
,,1577,4.24502,94.9411
,,1578,4.34768,94.87433
,,1579,4.45114,94.72859
,,1580,4.57081,94.55111
,,1581,4.72787,94.44058
,,1582,4.9112,94.3085
,,1583,5.09364,94.05281
,,1584,5.33218,93.82618
,,1585,5.60535,93.57135
,,1586,5.89166,93.29255
,,1587,6.23139,92.92439
,,1588,6.60872,92.50416
,,1589,7.05252,92.13035
,,1590,7.53923,91.6257
,,1591,8.10533,91.02351
,,1592,8.71391,90.45778
,,1593,9.39185,89.77372
,,1594,10.14417,88.96739
,,1595,10.96538,88.19437
,,1596,11.84545,87.31939
,,1597,12.81981,86.30943
,,1598,13.8175,85.28704
,,1599,14.85003,84.35118
,,1600,15.93138,83.23407
,,1601,17.02677,82.08409
,,1602,18.07038,81.08478
,,1603,19.15932,80.07577
,,1604,20.20983,78.95764
,,1605,21.13358,78.02913
,,1606,22.08114,77.17133
,,1607,22.92495,76.32726
,,1608,23.66914,75.63499
,,1609,24.34607,74.85295
,,1610,24.97227,74.32242
,,1611,25.51442,73.87858
,,1612,25.90626,73.41192
,,1613,26.28267,73.08661
,,1614,26.56992,72.82844
,,1615,26.80856,72.62993
,,1616,26.97694,72.44781
,,1617,27.13282,72.31119
,,1618,27.25897,72.2219
,,1619,27.34573,72.12941
,,1620,27.39684,72.0695
,,1621,27.40881,72.06536
,,1622,27.38575,72.11855
,,1623,27.25372,72.19593
,,1624,27.03903,72.39991
,,1625,26.73246,72.73995
,,1626,26.3227,73.1391
,,1627,25.80202,73.56472
,,1628,25.22046,74.17142
,,1629,24.56508,74.86307
,,1630,23.8906,75.43251
,,1631,23.19038,76.12383
,,1632,22.49032,76.82173
,,1633,21.83132,77.53668
,,1634,21.16256,78.07814
,,1635,20.50859,78.76126
,,1636,19.86076,79.42674
,,1637,19.22818,80.00686
,,1638,18.53317,80.70894
,,1639,17.79728,81.45114
,,1640,17.03811,82.20199
,,1641,16.18243,83.0475
,,1642,15.27541,83.95307
,,1643,14.39123,84.84029
,,1644,13.44743,85.77437
,,1645,12.52578,86.68734
,,1646,11.66711,87.53144
,,1647,10.84506,88.3577
,,1648,10.08821,89.12018
,,1649,9.43606,89.76479
,,1650,8.85136,90.31491
,,1651,8.35061,90.87596
,,1652,7.92076,91.27245
,,1653,7.52957,91.68243
,,1654,7.19364,91.9697
,,1655,6.88529,92.28678
,,1656,6.60873,92.59304
,,1657,6.33976,92.85351
,,1658,6.1008,93.07247
,,1659,5.86196,93.27054
,,1660,5.62928,93.52186
,,1661,5.41366,93.7628
,,1662,5.21199,93.96303
,,1663,5.00398,94.10921
,,1664,4.80656,94.34224
,,1665,4.61082,94.53228
,,1666,4.42791,94.73332
,,1667,4.23269,94.8982
,,1668,4.05873,95.0749
,,1669,3.88134,95.26166
,,1670,3.71016,95.4129
,,1671,3.54603,95.57265
,,1672,3.3815,95.74738
,,1673,3.22512,95.90238
,,1674,3.07606,96.03937
,,1675,2.92781,96.17886
,,1676,2.78116,96.34997
,,1677,2.64761,96.45582
,,1678,2.5126,96.59724
,,1679,2.38336,96.72591
,,1680,2.26424,96.87034
,,1681,2.14227,96.94967
,,1682,2.03516,97.08611
,,1683,1.92561,97.1966
,,1684,1.83193,97.2855
,,1685,1.73998,97.39054
,,1686,1.64647,97.48142
,,1687,1.5651,97.54223
,,1688,1.4851,97.65031
,,1689,1.40864,97.70603
,,1690,1.34763,97.76189
,,1691,1.28279,97.84625
,,1692,1.21811,97.899
,,1693,1.16555,97.95273
,,1694,1.118,98.0141
,,1695,1.06513,98.04474
,,1696,1.02905,98.083
,,1697,0.99183,98.14344
,,1698,0.94878,98.18799
,,1699,0.92283,98.19822
,,1700,0.88798,98.23174
,,1701,0.85575,98.24256
,,1702,0.8383,98.32048
,,1703,0.81085,98.32324
,,1704,0.78633,98.35209
,,1705,0.7654,98.34285
,,1706,0.75018,98.35889
,,1707,0.73639,98.39407
,,1708,0.72304,98.3991
,,1709,0.70456,98.43168
,,1710,0.69631,98.40777
,,1711,0.68255,98.44302
,,1712,0.67235,98.47292
,,1713,0.66356,98.47578
,,1714,0.65772,98.45829
,,1715,0.64722,98.48039
,,1716,0.64031,98.48536
,,1717,0.63636,98.49358
,,1718,0.63097,98.4857
,,1719,0.62643,98.49729
,,1720,0.6286,98.50523
,,1721,0.62369,98.50611
,,1722,0.62035,98.50826
,,1723,0.6255,98.50562
,,1724,0.61725,98.50873
,,1725,0.62428,98.51157
,,1726,0.62403,98.49849
,,1727,0.62222,98.51959
,,1728,0.62473,98.50066
,,1729,0.63388,98.50448
,,1730,0.63766,98.50925
,,1731,0.63625,98.46769
,,1732,0.64264,98.49498
,,1733,0.65283,98.51202
,,1734,0.6589,98.48889
,,1735,0.66665,98.42576
,,1736,0.67627,98.44113
,,1737,0.68588,98.49511
,,1738,0.69075,98.406
,,1739,0.7078,98.42713
,,1740,0.71698,98.42091
,,1741,0.73004,98.41254
,,1742,0.74462,98.38635
,,1743,0.75901,98.37219
,,1744,0.77979,98.38135
,,1745,0.79382,98.32983
,,1746,0.81375,98.33045
,,1747,0.82655,98.31934
,,1748,0.8555,98.28238
,,1749,0.87517,98.28342
,,1750,0.89642,98.23268
,,1751,0.92167,98.21967
,,1752,0.94654,98.21978
,,1753,0.97506,98.13441
,,1754,1.00515,98.13163
,,1755,1.03564,98.13617
,,1756,1.06588,98.09197
,,1757,1.09333,97.99978
,,1758,1.13079,97.97442
,,1759,1.16656,98.00549
,,1760,1.21661,97.98969
,,1761,1.25199,97.85959
,,1762,1.29326,97.84413
,,1763,1.34176,97.83292
,,1764,1.39427,97.72594
,,1765,1.44677,97.70142
,,1766,1.49286,97.64986
,,1767,1.55444,97.59346
,,1768,1.61554,97.53061
,,1769,1.67891,97.46792
,,1770,1.73959,97.40897
,,1771,1.81124,97.33729
,,1772,1.87835,97.26417
,,1773,1.95801,97.19115
,,1774,2.03954,97.12853
,,1775,2.11857,97.01076
,,1776,2.20313,96.93451
,,1777,2.29511,96.89904
,,1778,2.39078,96.72683
,,1779,2.49218,96.6438
,,1780,2.59537,96.58894
,,1781,2.707,96.48167
,,1782,2.82103,96.31734
,,1783,2.94101,96.19782
,,1784,3.07166,96.10041
,,1785,3.18907,96.00562
,,1786,3.32954,95.80085
,,1787,3.4749,95.6825
,,1788,3.61976,95.53434
,,1789,3.77741,95.39365
,,1790,3.93662,95.21252
,,1791,4.09804,95.05802
,,1792,4.27288,94.89053
,,1793,4.46091,94.70172
,,1794,4.6609,94.51243
,,1795,4.84728,94.30598
,,1796,5.05773,94.0913
,,1797,5.27865,93.9103
,,1798,5.5034,93.65668
,,1799,5.74597,93.44344
,,1800,5.99918,93.13208
,,1801,6.26414,92.92707
,,1802,6.53998,92.60268
,,1803,6.82664,92.35709
,,1804,7.12833,92.05782
,,1805,7.44953,91.71934
,,1806,7.8005,91.38971
,,1807,8.13276,91.05968
,,1808,8.49984,90.68007
,,1809,8.89166,90.30072
,,1810,9.29365,89.8973
,,1811,9.71034,89.47382
,,1812,10.1635,89.02687
,,1813,10.63556,88.5613
,,1814,11.12513,88.06995
,,1815,11.67506,87.51695
,,1816,12.22644,86.96644
,,1817,12.80668,86.39938
,,1818,13.44374,85.77802
,,1819,14.09455,85.10404
,,1820,14.75475,84.40961
,,1821,15.46474,83.74534
,,1822,16.21642,82.98567
,,1823,16.9554,82.25599
,,1824,17.77133,81.43676
,,1825,18.60436,80.61048
,,1826,19.41434,79.79396
,,1827,20.26556,78.97518
,,1828,21.1492,78.07027
,,1829,22.02872,77.20033
,,1830,22.93946,76.31361
,,1831,23.86301,75.39053
,,1832,24.7853,74.48738
,,1833,25.73439,73.53597
,,1834,26.73937,72.55232
,,1835,27.72623,71.56912
,,1836,28.67923,70.63502
,,1837,29.60515,69.71978
,,1838,30.52161,68.81422
,,1839,31.39838,67.95371
,,1840,32.26413,67.1032
,,1841,33.11048,66.26043
,,1842,33.87966,65.52739
,,1843,34.62293,64.79112
,,1844,35.3202,64.11194
,,1845,35.92971,63.53242
,,1846,36.48438,62.98787
,,1847,36.99949,62.50019
,,1848,37.43981,62.067
,,1849,37.84513,61.68373
,,1850,38.1981,61.3542
,,1851,38.46604,61.09245
,,1852,38.67886,60.89672
,,1853,38.82886,60.76243
,,1854,38.93442,60.67559
,,1855,38.96608,60.65728
,,1856,38.9477,60.69422
,,1857,38.85848,60.77562
,,1858,38.73467,60.91627
,,1859,38.56524,61.10641
,,1860,38.3485,61.32181
,,1861,38.09932,61.56186
,,1862,37.81473,61.85425
,,1863,37.49657,62.1593
,,1864,37.17334,62.49171
,,1865,36.80572,62.86226
,,1866,36.43122,63.2589
,,1867,36.02506,63.61716
,,1868,35.62017,64.01516
,,1869,35.21363,64.41642
,,1870,34.82129,64.79198
,,1871,34.46267,65.13556
,,1872,34.13081,65.43684
,,1873,33.85582,65.72767
,,1874,33.61259,65.92947
,,1875,33.45253,66.09501
,,1876,33.36353,66.15775
,,1877,33.32863,66.15506
,,1878,33.40175,66.11036
,,1879,33.55425,65.95166
,,1880,33.75008,65.73719
,,1881,34.07502,65.41133
,,1882,34.47015,65.00468
,,1883,34.93635,64.53505
,,1884,35.48302,63.97348
,,1885,36.11906,63.32906
,,1886,36.81803,62.64814
,,1887,37.544,61.86703
,,1888,38.33953,61.07597
,,1889,39.12752,60.30336
,,1890,39.92706,59.47071
,,1891,40.75894,58.62572
,,1892,41.55669,57.8321
,,1893,42.33113,57.04065
,,1894,43.10148,56.29072
,,1895,43.79321,55.60598
,,1896,44.41395,54.9716
,,1897,45.01532,54.38271
,,1898,45.54904,53.84751
,,1899,45.9932,53.38366
,,1900,46.38876,52.97309
,,1901,46.6859,52.68784
,,1902,46.89859,52.47623
,,1903,47.03218,52.34062
,,1904,47.09786,52.28604
,,1905,47.06881,52.31051
,,1906,46.97024,52.4164
,,1907,46.79407,52.5974
,,1908,46.57547,52.82337
,,1909,46.30178,53.09857
,,1910,45.96777,53.43681
,,1911,45.60834,53.79182
,,1912,45.20724,54.20058
,,1913,44.78612,54.62893
,,1914,44.35744,55.06226
,,1915,43.94323,55.47537
,,1916,43.52699,55.90621
,,1917,43.13033,56.31083
,,1918,42.76379,56.68382
,,1919,42.38389,57.06688
,,1920,42.03288,57.42448
,,1921,41.73815,57.74785
,,1922,41.42541,57.9909
,,1923,41.19087,58.2972
,,1924,40.96007,58.53346
,,1925,40.78663,58.74571
,,1926,40.55794,58.93879
,,1927,40.39037,59.11175
,,1928,40.24307,59.26981
,,1929,40.09967,59.41586
,,1930,39.96848,59.54412
,,1931,39.8519,59.66261
,,1932,39.73763,59.78423
,,1933,39.63036,59.89917
,,1934,39.53417,59.99664
,,1935,39.43544,60.09764
,,1936,39.34007,60.19568
,,1937,39.24659,60.28728
,,1938,39.15419,60.38427
,,1939,39.06808,60.47559
,,1940,38.98951,60.55929
,,1941,38.90444,60.63003
,,1942,38.82645,60.70358
,,1943,38.75349,60.78045
,,1944,38.69244,60.84855
,,1945,38.62533,60.90873
,,1946,38.5665,60.95899
,,1947,38.51134,61.0177
,,1948,38.46432,61.06013
,,1949,38.42102,61.10301
,,1950,38.41324,61.16337
,,1951,38.32158,61.14928
,,1952,38.30085,61.20518
,,1953,38.27113,61.24272
,,1954,38.23517,61.2751
,,1955,38.19178,61.31385
,,1956,38.13668,61.33693
,,1957,38.10059,61.39719
,,1958,38.04162,61.44717
,,1959,37.96337,61.48859
,,1960,37.90961,61.57538
,,1961,37.82294,61.64403
,,1962,37.72139,61.72618
,,1963,37.61042,61.86263
,,1964,37.49712,61.96278
,,1965,37.35901,62.09619
,,1966,37.19914,62.21581
,,1967,37.04355,62.43302
,,1968,36.86954,62.57823
,,1969,36.65513,62.78691
,,1970,36.4258,62.98035
,,1971,36.21876,63.20595
,,1972,35.99845,63.44247
,,1973,35.73169,63.68625
,,1974,35.47651,63.9702
,,1975,35.21422,64.18168
,,1976,34.93609,64.47678
,,1977,34.65645,64.74686
,,1978,34.39004,65.02983
,,1979,34.11079,65.29977
,,1980,33.83597,65.56996
,,1981,33.56654,65.84083
,,1982,33.30712,66.09729
,,1983,33.03612,66.35548
,,1984,32.8052,66.61516
,,1985,32.56715,66.81772
,,1986,32.34047,67.0442
,,1987,32.14555,67.26954
,,1988,31.95086,67.43455
,,1989,31.7679,67.59995
,,1990,31.63138,67.8125
,,1991,31.47875,67.88084
,,1992,31.35948,68.02853
,,1993,31.25681,68.14428
,,1994,31.17652,68.2389
,,1995,31.09626,68.29869
,,1996,31.04608,68.36246
,,1997,31.01348,68.38686
,,1998,30.99296,68.40672
,,1999,30.9983,68.44029
,,2000,30.99297,68.38964
,,2001,31.02649,68.38712
,,2002,31.05459,68.27096
,,2003,31.11864,68.2367
,,2004,31.20913,68.21097
,,2005,31.27429,68.14974
,,2006,31.35132,67.9944
,,2007,31.45687,67.90624
,,2008,31.57074,67.85493
,,2009,31.65919,67.69076
,,2010,31.792,67.5949
,,2011,31.91983,67.4649
,,2012,32.05308,67.31733
,,2013,32.18998,67.20269
,,2014,32.34132,67.06625
,,2015,32.48025,66.89856
,,2016,32.63325,66.76622
,,2017,32.78506,66.60817
,,2018,32.937,66.43457
,,2019,33.09718,66.30415
,,2020,33.26882,66.13764
,,2021,33.4221,65.94438
,,2022,33.59268,65.80282
,,2023,33.76046,65.65584
,,2024,33.91708,65.43006
,,2025,34.09073,65.29756
,,2026,34.27353,65.14858
,,2027,34.43723,64.95002
,,2028,34.60695,64.75856
,,2029,34.78998,64.60161
,,2030,34.95572,64.44857
,,2031,35.13802,64.23402
,,2032,35.32073,64.06604
,,2033,35.49822,63.89993
,,2034,35.66152,63.67906
,,2035,35.85895,63.52712
,,2036,36.04238,63.34426
,,2037,36.20588,63.15528
,,2038,36.3836,62.97904
,,2039,36.56954,62.80837
,,2040,36.72833,62.60939
,,2041,36.89067,62.46756
,,2042,37.05507,62.29565
,,2043,37.19624,62.10911
,,2044,37.35455,62.00199
,,2045,37.49411,61.85007
,,2046,37.60285,61.67699
,,2047,37.73261,61.60837
,,2048,37.84803,61.5188
,,2049,37.90219,61.36417
,,2050,37.99198,61.29825
,,2051,38.06693,61.27003
,,2052,38.11746,61.22233
,,2053,38.10351,61.10625
,,2054,38.15512,61.14155
,,2055,38.15716,61.13562
,,2056,38.14832,61.17556
,,2057,38.09588,61.15084
,,2058,38.0693,61.22773
,,2059,38.00018,61.27253
,,2060,37.94196,61.33909
,,2061,37.84476,61.43364
,,2062,37.753,61.52336
,,2063,37.64791,61.6178
,,2064,37.53523,61.76642
,,2065,37.40863,61.85995
,,2066,37.27407,61.9746
,,2067,37.15872,62.13986
,,2068,37.02013,62.25397
,,2069,36.88201,62.36188
,,2070,36.75539,62.51524
,,2071,36.63737,62.66058
,,2072,36.49715,62.75739
,,2073,36.39642,62.87207
,,2074,36.31123,62.97941
,,2075,36.1868,63.05741
,,2076,36.125,63.13252
,,2077,36.09735,63.22193
,,2078,36.0085,63.23146
,,2079,35.98964,63.25389
,,2080,35.99346,63.26832
,,2081,36.02307,63.2612
,,2082,36.03205,63.23712
,,2083,36.08727,63.16137
,,2084,36.18725,63.09977
,,2085,36.26033,63.01112
,,2086,36.38759,62.86153
,,2087,36.55285,62.73583
,,2088,36.70829,62.57789
,,2089,36.89873,62.36559
,,2090,37.12971,62.15366
,,2091,37.3686,61.94917
,,2092,37.61071,61.64723
,,2093,37.90647,61.36337
,,2094,38.22499,61.10188
,,2095,38.53458,60.79224
,,2096,38.84144,60.36599
,,2097,39.23751,60.0389
,,2098,39.63667,59.69603
,,2099,40.011,59.33037
,,2100,40.3863,58.81022
,,2101,40.83831,58.44912
,,2102,41.31331,58.05521
,,2103,41.71914,57.53205
,,2104,42.18356,57.10636
,,2105,42.64799,56.64403
,,2106,43.13615,56.17293
,,2107,43.61277,55.72163
,,2108,44.08704,55.22238
,,2109,44.58182,54.73873
,,2110,45.06968,54.28075
,,2111,45.51509,53.78298
,,2112,46.0244,53.31707
,,2113,46.48049,52.88065
,,2114,46.91228,52.39953
,,2115,47.4038,51.94714
,,2116,47.87691,51.5233
,,2117,48.24301,51.06481
,,2118,48.70014,50.66553
,,2119,49.1175,50.26602
,,2120,49.52952,49.88981
,,2121,49.85528,49.4875
,,2122,50.25906,49.13822
,,2123,50.62747,48.83347
,,2124,50.89762,48.43771
,,2125,51.24697,48.14671
,,2126,51.53776,47.86618
,,2127,51.83256,47.57608
,,2128,52.09424,47.306
,,2129,52.3554,47.06197
,,2130,52.58299,46.8193
,,2131,52.79967,46.58897
,,2132,53.0275,46.38959
,,2133,53.22756,46.17549
,,2134,53.41537,45.97154
,,2135,53.59521,45.78241
,,2136,53.80402,45.58661
,,2137,53.95856,45.41216
,,2138,54.12366,45.21081
,,2139,54.3014,45.0109
,,2140,54.50083,44.86034
,,2141,54.66809,44.65626
,,2142,54.79914,44.45889
,,2143,55.01678,44.24137
,,2144,55.20976,44.06778
,,2145,55.43735,43.91023
