,,Unpolarized Performance of 950 nm Longpass Dichroic Mirror,,
,,1100,97.85897446,1.918235813
,,1101,97.90584565,1.914497235
,,1102,97.91178894,1.905688631
,,1103,97.92230225,1.894901141
,,1104,97.91012955,1.878555458
,,1105,97.9528122,1.865515463
,,1106,97.95058823,1.8466483
,,1107,98.01355743,1.826131726
,,1108,98.00071717,1.803688952
,,1109,97.99780274,1.786454149
,,1110,98.10167313,1.765637414
,,1111,98.07484055,1.746276895
,,1112,98.07902146,1.729804591
,,1113,98.0444603,1.714915919
,,1114,98.1705246,1.706666665
,,1115,98.16900253,1.697476038
,,1116,98.09174347,1.692921348
,,1117,98.10760117,1.691150445
,,1118,98.1565857,1.69518796
,,1119,98.12708664,1.701364754
,,1120,98.10004807,1.710132541
,,1121,98.11960221,1.719220706
,,1122,98.09453583,1.728191305
,,1123,98.07376099,1.741090316
,,1124,98.11946106,1.751298677
,,1125,98.05389786,1.764244299
,,1126,98.10115433,1.770407018
,,1127,98.03196717,1.777024436
,,1128,98.01734543,1.782793701
,,1129,98.09881974,1.782970446
,,1130,98.02745057,1.780924876
,,1131,98.08079529,1.777055016
,,1132,98.10213852,1.76954268
,,1133,98.05340958,1.76004108
,,1134,98.15197373,1.750511955
,,1135,98.10786438,1.737976033
,,1136,98.11531448,1.729410314
,,1137,98.07398224,1.717924029
,,1138,98.18687439,1.711980141
,,1139,98.15081024,1.70336412
,,1140,98.11677933,1.700135502
,,1141,98.16731644,1.700594852
,,1142,98.14033509,1.706388103
,,1143,98.14042282,1.711219123
,,1144,98.1541481,1.723938755
,,1145,98.12001801,1.738764895
,,1146,98.09586335,1.755652634
,,1147,98.09864807,1.773911097
,,1148,98.09725571,1.795445875
,,1149,97.99672699,1.818339304
,,1150,98.02245713,1.838223548
,,1151,98.0463295,1.862877422
,,1152,97.92683792,1.879817122
,,1153,97.94894028,1.896275834
,,1154,97.98957825,1.909467341
,,1155,97.93279648,1.919889158
,,1156,97.90875244,1.922414263
,,1157,97.95590973,1.922894891
,,1158,97.93230438,1.91520539
,,1159,98.00354386,1.905797967
,,1160,97.96570206,1.888395508
,,1161,98.00283051,1.868987668
,,1162,98.02778244,1.846310702
,,1163,98.11431504,1.822203783
,,1164,98.04265213,1.789893268
,,1165,98.1164856,1.762509762
,,1166,98.18516922,1.731489509
,,1167,98.1882248,1.703017829
,,1168,98.15816498,1.672380074
,,1169,98.23873902,1.64791697
,,1170,98.26215744,1.624709105
,,1171,98.35017014,1.606899636
,,1172,98.25026703,1.590326075
,,1173,98.28820038,1.578219045
,,1174,98.324646,1.569070231
,,1175,98.36748505,1.567259704
,,1176,98.36060715,1.569514452
,,1177,98.25787735,1.57192391
,,1178,98.30134583,1.577858206
,,1179,98.31109238,1.585292469
,,1180,98.3201828,1.600937352
,,1181,98.24526978,1.612159982
,,1182,98.26105118,1.625637617
,,1183,98.25349808,1.638037343
,,1184,98.23839569,1.648215806
,,1185,98.23336029,1.660550629
,,1186,98.2254448,1.670434173
,,1187,98.21060181,1.67899992
,,1188,98.21425247,1.680795641
,,1189,98.21409607,1.683968933
,,1190,98.18427658,1.686757643
,,1191,98.21629334,1.682667504
,,1192,98.23035813,1.680963092
,,1193,98.22637177,1.675621131
,,1194,98.22660065,1.670632191
,,1195,98.22400284,1.663707006
,,1196,98.26235581,1.658603427
,,1197,98.25651932,1.65341436
,,1198,98.26488495,1.647716754
,,1199,98.27462387,1.64578697
,,1200,98.23908615,1.637003761
,,1201,98.32249451,1.636053129
,,1202,98.28190231,1.639480468
,,1203,98.26387406,1.645140221
,,1204,98.24639893,1.650813717
,,1205,98.27976227,1.661747024
,,1206,98.23891831,1.669532644
,,1207,98.24522018,1.681963031
,,1208,98.20375824,1.695469968
,,1209,98.19839478,1.713822438
,,1210,98.1819191,1.728750196
,,1211,98.20362473,1.740535339
,,1212,98.188797,1.7534093
,,1213,98.1594925,1.764406725
,,1214,98.15378189,1.773674734
,,1215,98.08901596,1.780468048
,,1216,98.12348175,1.785291139
,,1217,98.14470291,1.784548443
,,1218,98.15163422,1.78003865
,,1219,98.18992233,1.776810293
,,1220,98.15612412,1.766291777
,,1221,98.17037964,1.75564783
,,1222,98.19892502,1.740755636
,,1223,98.20644761,1.724272526
,,1224,98.20053864,1.702984445
,,1225,98.27724839,1.684154465
,,1226,98.29007721,1.661517341
,,1227,98.27874756,1.640536848
,,1228,98.26737976,1.621803019
,,1229,98.29358673,1.599391337
,,1230,98.32045746,1.584280254
,,1231,98.34102249,1.567077456
,,1232,98.39984131,1.556196962
,,1233,98.34992981,1.548086258
,,1234,98.37236786,1.541103878
,,1235,98.35947419,1.537664451
,,1236,98.33766174,1.539343261
,,1237,98.30183411,1.546090265
,,1238,98.32172013,1.553530986
,,1239,98.37071991,1.566518146
,,1240,98.34827805,1.581007887
,,1241,98.27919006,1.598257613
,,1242,98.2242012,1.611349981
,,1243,98.21131897,1.636741952
,,1244,98.18099976,1.655844128
,,1245,98.14716721,1.677537571
,,1246,98.14947892,1.696832498
,,1247,98.13604355,1.715624077
,,1248,98.11422348,1.731353567
,,1249,98.16919327,1.749010918
,,1250,98.10068894,1.757535544
,,1251,98.09213257,1.766674396
,,1252,98.0730896,1.772329157
,,1253,98.17880249,1.773794568
,,1254,98.10197068,1.773599951
,,1255,98.03610611,1.770315624
,,1256,98.10299683,1.76388732
,,1257,98.11978531,1.751341945
,,1258,98.12989044,1.741683344
,,1259,98.19809723,1.728029596
,,1260,98.19585801,1.713121998
,,1261,98.2388115,1.696714064
,,1262,98.19612122,1.682154313
,,1263,98.22755051,1.665318568
,,1264,98.25263596,1.653590058
,,1265,98.23865128,1.639015648
,,1266,98.29070664,1.627402505
,,1267,98.30915833,1.619298949
,,1268,98.29955674,1.614011668
,,1269,98.30154419,1.610417368
,,1270,98.28985214,1.609891466
,,1271,98.27605439,1.615172946
,,1272,98.33317185,1.621164653
,,1273,98.29861832,1.631263561
,,1274,98.29604721,1.644109431
,,1275,98.27702332,1.657885987
,,1276,98.26032258,1.675022425
,,1277,98.23503494,1.69487058
,,1278,98.20506668,1.711665305
,,1279,98.18734741,1.731859809
,,1280,98.18513107,1.753954331
,,1281,98.12099838,1.77385202
,,1282,98.14209747,1.791858316
,,1283,98.11759568,1.810096433
,,1284,98.10554123,1.825623264
,,1285,98.07442093,1.836433105
,,1286,98.08044815,1.848204051
,,1287,98.08147431,1.853777975
,,1288,98.0827713,1.859230642
,,1289,98.09009552,1.861385043
,,1290,98.07148361,1.856886132
,,1291,98.09021759,1.853286536
,,1292,98.0873909,1.843956398
,,1293,98.10779572,1.832667622
,,1294,98.11601639,1.819585811
,,1295,98.13967133,1.804036439
,,1296,98.16698838,1.786253956
,,1297,98.16672516,1.765435884
,,1298,98.19287872,1.746500665
,,1299,98.20876312,1.725455058
,,1300,98.23140335,1.705686272
,,1301,98.2524643,1.686032691
,,1302,98.26636887,1.667297236
,,1303,98.29208756,1.651902978
,,1304,98.29682159,1.635742813
,,1305,98.31216812,1.624783263
,,1306,98.32762528,1.612985092
,,1307,98.35588837,1.604072779
,,1308,98.35305786,1.601417305
,,1309,98.33905411,1.598260797
,,1310,98.33282471,1.599921692
,,1311,98.30893326,1.601638
,,1312,98.29877472,1.609141932
,,1313,98.32741929,1.61726011
,,1314,98.25707627,1.626238945
,,1315,98.32399368,1.638820715
,,1316,98.27090073,1.651198352
,,1317,98.25130845,1.663032071
,,1318,98.23410416,1.67768103
,,1319,98.21984482,1.692082904
,,1320,98.20386506,1.704921782
,,1321,98.18640137,1.717577364
,,1322,98.17638016,1.730064623
,,1323,98.15672303,1.739577917
,,1324,98.15361023,1.748389238
,,1325,98.14011002,1.754050397
,,1326,98.13522721,1.758278771
,,1327,98.13570023,1.759657318
,,1328,98.13035965,1.759018654
,,1329,98.13394165,1.757650239
,,1330,98.13362885,1.750862026
,,1331,98.13739014,1.744219682
,,1332,98.14125061,1.733461968
,,1333,98.14266587,1.723724072
,,1334,98.16736984,1.710821546
,,1335,98.16210938,1.698734852
,,1336,98.17576599,1.68327336
,,1337,98.16818237,1.668431456
,,1338,98.19316101,1.653324025
,,1339,98.20398712,1.639212344
,,1340,98.21633149,1.625685352
,,1341,98.21603012,1.610272473
,,1342,98.22469712,1.599534335
,,1343,98.25001526,1.590284986
,,1344,98.23905182,1.582105335
,,1345,98.24496841,1.575832751
,,1346,98.23323059,1.570513316
,,1347,98.23082734,1.56968397
,,1348,98.22548676,1.568987903
,,1349,98.21077347,1.572232622
,,1350,98.2180481,1.57819475
,,1351,98.19613266,1.58481629
,,1352,98.19250107,1.594316544
,,1353,98.15835953,1.604342324
,,1354,98.15076828,1.616267777
,,1355,98.13838577,1.629496349
,,1356,98.10897446,1.644116649
,,1357,98.08689499,1.658953707
,,1358,98.06736374,1.673121196
,,1359,98.04731751,1.688262786
,,1360,98.03844071,1.705245587
,,1361,98.00561142,1.718103399
,,1362,97.96938706,1.73189934
,,1363,97.95140457,1.74527992
,,1364,97.91087341,1.752884715
,,1365,97.88378525,1.764311561
,,1366,97.85271454,1.769979997
,,1367,97.82382584,1.775560266
,,1368,97.77138138,1.778093084
,,1369,97.73239136,1.778655993
,,1370,97.65859986,1.775836806
,,1371,97.58550263,1.771572995
,,1372,97.50029755,1.764761288
,,1373,97.37748718,1.756587428
,,1374,97.27440644,1.746691601
,,1375,97.14847946,1.733028701
,,1376,97.02149201,1.719875059
,,1377,96.90020752,1.70832173
,,1378,96.79172898,1.692081458
,,1379,96.66983414,1.675191187
,,1380,96.57851028,1.660345424
,,1381,96.48505402,1.643471391
,,1382,96.42907333,1.627732432
,,1383,96.40215683,1.611542567
,,1384,96.38649368,1.598248544
,,1385,96.39204789,1.583927237
,,1386,96.42616272,1.573437467
,,1387,96.47499466,1.56501431
,,1388,96.51948929,1.557180988
,,1389,96.57452393,1.550492953
,,1390,96.6512146,1.544457848
,,1391,96.72140122,1.544388826
,,1392,96.79365921,1.54415112
,,1393,96.85850907,1.540713781
,,1394,96.94042969,1.541949183
,,1395,96.9881897,1.541660009
,,1396,97.09361649,1.545944321
,,1397,97.11712647,1.551306753
,,1398,97.19213105,1.555261128
,,1399,97.24406052,1.561832748
,,1400,97.30804062,1.567925801
,,1401,97.36478425,1.575487291
,,1402,97.39855957,1.583438999
,,1403,97.46156311,1.58832131
,,1404,97.49375153,1.595984646
,,1405,97.51996994,1.602796884
,,1406,97.5987854,1.609371406
,,1407,97.56473923,1.614558764
,,1408,97.62644196,1.619668742
,,1409,97.65082932,1.624440732
,,1410,97.67097855,1.62781935
,,1411,97.70537186,1.631282526
,,1412,97.7322197,1.635330306
,,1413,97.75359345,1.634785421
,,1414,97.744133,1.637609211
,,1415,97.75701141,1.639197988
,,1416,97.77442932,1.639712415
,,1417,97.81039429,1.638638635
,,1418,97.82637787,1.637636983
,,1419,97.80508423,1.636701321
,,1420,97.89015198,1.636757414
,,1421,97.89087677,1.636760289
,,1422,97.88801575,1.636131365
,,1423,97.84621048,1.635260305
,,1424,97.90630341,1.636831413
,,1425,97.92457581,1.637074921
,,1426,97.94647599,1.637680097
,,1427,97.94691086,1.642423849
,,1428,97.96492768,1.644077121
,,1429,97.96282196,1.65106378
,,1430,97.96022034,1.655049761
,,1431,98.05730438,1.660312587
,,1432,97.97327805,1.667662352
,,1433,97.9791565,1.674533034
,,1434,97.96912766,1.683149398
,,1435,97.96670532,1.690728425
,,1436,97.9702034,1.703309777
,,1437,97.97180939,1.712253366
,,1438,97.95865632,1.722501709
,,1439,97.96001435,1.734329013
,,1440,97.95179367,1.743127417
,,1441,97.95656586,1.756777899
,,1442,97.94941711,1.768610477
,,1443,97.94217682,1.780606245
,,1444,97.93272019,1.789523512
,,1445,97.95376969,1.798884045
,,1446,97.93655777,1.806912219
,,1447,97.92813492,1.815671846
,,1448,97.93090821,1.822107865
,,1449,97.93030548,1.829177708
,,1450,97.9271698,1.832236883
,,1451,97.931736,1.837916354
,,1452,97.92755127,1.838724564
,,1453,97.92821884,1.840467373
,,1454,97.93167114,1.841469293
,,1455,97.9426918,1.837465051
,,1456,97.92749024,1.836106987
,,1457,97.86509705,1.827834634
,,1458,97.94775772,1.824428587
,,1459,97.96330643,1.819664936
,,1460,97.98474884,1.810835021
,,1461,97.98658753,1.803616497
,,1462,98.0052414,1.793112194
,,1463,98.01410294,1.784738636
,,1464,98.01791001,1.776437478
,,1465,98.00846481,1.761488255
,,1466,98.03945542,1.753480129
,,1467,98.04851532,1.74104835
,,1468,98.06974793,1.733363086
,,1469,98.0803299,1.722959708
,,1470,98.09189987,1.713708959
,,1471,98.10563278,1.704150629
,,1472,98.11128616,1.696489047
,,1473,98.11449433,1.690433423
,,1474,98.11014176,1.682732819
,,1475,98.13724137,1.679907696
,,1476,98.27627182,1.675076865
,,1477,98.06348038,1.671834449
,,1478,98.14852524,1.66937285
,,1479,98.1460762,1.668636069
,,1480,98.15340042,1.67008838
,,1481,98.14485169,1.671712879
,,1482,98.14452744,1.675579055
,,1483,98.1535759,1.679097076
,,1484,98.15353775,1.683000547
,,1485,98.10266495,1.689809836
,,1486,98.11146546,1.69650497
,,1487,98.10601807,1.703737541
,,1488,98.11226654,1.710964572
,,1489,98.12749863,1.717775973
,,1490,98.10600281,1.72695118
,,1491,98.0981865,1.737034991
,,1492,98.07511902,1.744841211
,,1493,98.04027176,1.752266084
,,1494,98.03490448,1.759517474
,,1495,98.04373551,1.767635373
,,1496,98.05194855,1.776929643
,,1497,98.07614136,1.785546706
,,1498,98.07578278,1.79016906
,,1499,98.02481461,1.794284263
,,1500,97.97432328,1.802785823
,,1501,98.00597,1.807534982
,,1502,98.01368714,1.810456503
,,1503,98.01865769,1.81514986
,,1504,98.08306122,1.81602665
,,1505,97.98919297,1.817236795
,,1506,97.97291565,1.818933632
,,1507,97.99724197,1.819778784
,,1508,98.00582504,1.819653596
,,1509,98.03736878,1.818456661
,,1510,98.014431,1.817333591
,,1511,98.05567932,1.814674164
,,1512,97.98307038,1.81337486
,,1513,98.02014923,1.811535988
,,1514,97.94572449,1.809785018
,,1515,98.05781937,1.807817793
,,1516,98.05555725,1.806965195
,,1517,98.03359986,1.802843679
,,1518,98.02273941,1.804180586
,,1519,97.99656677,1.802313431
,,1520,98.05538178,1.804795078
,,1521,98.0042038,1.8018112
,,1522,98.02257538,1.804122977
,,1523,98.01315689,1.806360627
,,1524,98.01177979,1.809186642
,,1525,97.97807694,1.810090959
,,1526,98.06072236,1.815855515
,,1527,98.01305008,1.819740255
,,1528,97.98535919,1.824174283
,,1529,98.00390625,1.829559826
,,1530,97.95231247,1.835395399
,,1531,98.01002121,1.843491909
,,1532,97.96538926,1.849237959
,,1533,97.96628952,1.858125499
,,1534,97.92796326,1.865955032
,,1535,97.97612763,1.876359321
,,1536,97.94758988,1.882830422
,,1537,97.90978623,1.891395383
,,1538,97.94622803,1.899481336
,,1539,97.8923645,1.911641648
,,1540,97.91455841,1.918253828
,,1541,97.89670944,1.927722021
,,1542,97.87865448,1.935275189
,,1543,97.89478684,1.943685423
,,1544,97.8457489,1.949582146
,,1545,97.88233948,1.957926092
,,1546,97.84729004,1.963261243
,,1547,97.83747482,1.971807633
,,1548,97.86875153,1.976689659
,,1549,97.83721543,1.980711486
,,1550,97.83988572,1.984856743
,,1551,97.82323837,1.989701575
,,1552,97.8132019,1.992165497
,,1553,97.7289505,1.993181056
,,1554,97.86960221,1.99630447
,,1555,97.81461335,1.997671891
,,1556,97.81991959,1.998957211
,,1557,97.79491425,2.000913428
,,1558,97.78930665,1.998713056
,,1559,97.83029938,2.001916588
,,1560,97.81833268,2.00013346
,,1561,97.78903199,2.001036376
,,1562,97.80498886,2.001114025
,,1563,97.8106308,1.998270463
,,1564,97.8274498,2.002215688
,,1565,97.79434586,1.999914084
,,1566,97.81108475,1.999581892
,,1567,97.82051468,2.002311939
,,1568,97.83248139,2.003753996
,,1569,97.77106094,2.006163723
,,1570,97.78830338,2.00768279
,,1571,97.78285217,2.013007878
,,1572,97.78787232,2.017175614
,,1573,97.7774353,2.019766835
,,1574,97.80205536,2.024654408
,,1575,97.78275299,2.032633415
,,1576,97.77653122,2.039082961
,,1577,97.78543472,2.046804929
,,1578,97.69058991,2.051677673
,,1579,97.75167465,2.061020575
,,1580,97.74188996,2.069421715
,,1581,97.76815033,2.081121635
,,1582,97.68891526,2.088724907
,,1583,97.69485474,2.098684982
,,1584,97.69369125,2.108143666
,,1585,97.71296692,2.118992794
,,1586,97.6669159,2.128922923
,,1587,97.64507294,2.136532212
,,1588,97.65382386,2.146992863
,,1589,97.67899704,2.157454761
,,1590,97.62760544,2.163888022
,,1591,97.61461258,2.17316025
,,1592,97.64596558,2.180999476
,,1593,97.61493302,2.187565798
,,1594,97.6029892,2.192848191
,,1595,97.59534455,2.198303602
,,1596,97.60656357,2.203956675
,,1597,97.59182739,2.205521256
,,1598,97.59683228,2.205805388
,,1599,97.61942292,2.208797996
,,1600,97.59575653,2.208779905
,,1601,97.56185914,2.206984048
,,1602,97.59175873,2.204411497
,,1603,97.66292954,2.20246098
,,1604,97.60939026,2.197839955
,,1605,97.6039505,2.19160909
,,1606,97.5688324,2.184141423
,,1607,97.62025071,2.17861436
,,1608,97.67633057,2.175308013
,,1609,97.64337158,2.166445603
,,1610,97.64261628,2.158916213
,,1611,97.58573532,2.148936693
,,1612,97.70838928,2.141354069
,,1613,97.65890122,2.134512389
,,1614,97.64384079,2.128481854
,,1615,97.65538788,2.120122113
,,1616,97.72874451,2.113047107
,,1617,97.6796608,2.10911301
,,1618,97.66923905,2.104891553
,,1619,97.72779846,2.102157706
,,1620,97.69447327,2.100625084
,,1621,97.67666626,2.103205795
,,1622,97.69093704,2.107103027
,,1623,97.72446442,2.111070735
,,1624,97.67596436,2.121189975
,,1625,97.62135315,2.130905829
,,1626,97.68685532,2.145695577
,,1627,97.66760254,2.16373196
,,1628,97.57675171,2.18258472
,,1629,97.54337311,2.206360225
,,1630,97.58619309,2.236176548
,,1631,97.58076477,2.273301916
,,1632,97.49672699,2.309982345
,,1633,97.35935593,2.349288198
,,1634,97.45566559,2.398714636
,,1635,97.36354065,2.452603268
,,1636,97.28646469,2.510262795
,,1637,97.17556763,2.572176987
,,1638,97.19345093,2.64749328
,,1639,97.08501435,2.721385522
,,1640,96.97640228,2.804063903
,,1641,96.85642243,2.895230178
,,1642,96.82799912,2.989266642
,,1643,96.68505478,3.098169591
,,1644,96.56683731,3.210764045
,,1645,96.47697068,3.325881861
,,1646,96.34438324,3.457678282
,,1647,96.15628434,3.590853374
,,1648,96.05387879,3.730520233
,,1649,95.91361618,3.885902671
,,1650,95.70237351,4.062757988
,,1651,95.53203583,4.234592049
,,1652,95.40545273,4.412970156
,,1653,95.1704979,4.611005033
,,1654,94.93212509,4.814157027
,,1655,94.75920868,5.029736983
,,1656,94.51527787,5.254317762
,,1657,94.29462433,5.501119358
,,1658,94.03474045,5.746006589
,,1659,93.7734108,6.004757135
,,1660,93.53317261,6.287469067
,,1661,93.18087769,6.562317334
,,1662,92.88614655,6.870287789
,,1663,92.54375839,7.186292794
,,1664,92.31314469,7.509804476
,,1665,91.90536118,7.842892802
,,1666,91.55442429,8.202452733
,,1667,91.16214753,8.563495588
,,1668,90.86258698,8.932245053
,,1669,90.41940689,9.331212671
,,1670,89.97764969,9.721222522
,,1671,89.6279831,10.13140073
,,1672,89.17406083,10.56329006
,,1673,88.70478058,10.99529475
,,1674,88.30459214,11.43916122
,,1675,87.81637192,11.91135864
,,1676,87.28676987,12.3858369
,,1677,86.87590409,12.85125431
,,1678,86.39066696,13.35073744
,,1679,85.86209869,13.85503099
,,1680,85.35636902,14.33793315
,,1681,84.82381058,14.85014988
,,1682,84.31174851,15.3952011
,,1683,83.81546021,15.89788755
,,1684,83.24156189,16.41861465
,,1685,82.73081971,16.95346087
,,1686,82.21537018,17.47568094
,,1687,81.67385102,17.99662927
,,1688,81.14345932,18.5414342
,,1689,80.60752869,19.06599877
,,1690,80.08142853,19.57212924
,,1691,79.56450272,20.10299612
,,1692,79.06540299,20.61469588
,,1693,78.57317353,21.1153241
,,1694,78.01451111,21.61146109
,,1695,77.55425263,22.12588498
,,1696,77.08563996,22.58154818
,,1697,76.59941483,23.04911788
,,1698,76.1384964,23.53120091
,,1699,75.71370697,23.95122251
,,1700,75.26309967,24.38207888
,,1701,74.85650635,24.82806992
,,1702,74.45639802,25.21628558
,,1703,74.04922486,25.58350756
,,1704,73.70110703,25.96108439
,,1705,73.3519249,26.32578359
,,1706,73.01362229,26.65448471
,,1707,72.66369248,26.94971152
,,1708,72.42557144,27.26716466
,,1709,72.1236496,27.55173004
,,1710,71.8610878,27.81741011
,,1711,71.61571121,28.04606616
,,1712,71.39554596,28.23540373
,,1713,71.19293594,28.4872942
,,1714,71.00728226,28.66138502
,,1715,70.82373428,28.81656175
,,1716,70.73861885,28.97305568
,,1717,70.57568932,29.10632778
,,1718,70.45208359,29.2036074
,,1719,70.3722229,29.3038642
,,1720,70.33398628,29.38664773
,,1721,70.23070526,29.43017499
,,1722,70.20536232,29.47973337
,,1723,70.21736336,29.51040756
,,1724,70.15922928,29.50243925
,,1725,70.19030953,29.49908256
,,1726,70.23594666,29.50222388
,,1727,70.27427292,29.44216201
,,1728,70.26564217,29.38153822
,,1729,70.36822892,29.33536932
,,1730,70.49067116,29.28613226
,,1731,70.51958275,29.1649889
,,1732,70.62678528,29.07332348
,,1733,70.74605561,28.97458316
,,1734,70.91728974,28.87401803
,,1735,71.00506783,28.73222812
,,1736,71.07884598,28.57235714
,,1737,71.27759552,28.46346392
,,1738,71.48646355,28.31706331
,,1739,71.59981728,28.14843745
,,1740,71.722332,27.98612442
,,1741,71.93253518,27.82312391
,,1742,72.08579636,27.65639216
,,1743,72.2555275,27.48591845
,,1744,72.42287446,27.31419522
,,1745,72.61864663,27.13404425
,,1746,72.80217743,26.96166431
,,1747,72.94122124,26.7853716
,,1748,73.15093803,26.60995035
,,1749,73.3320942,26.43278656
,,1750,73.48396874,26.26395436
,,1751,73.66444207,26.09039338
,,1752,73.86807442,25.9231354
,,1753,73.97977066,25.75655877
,,1754,74.14006996,25.60088133
,,1755,74.33292008,25.44717617
,,1756,74.48575592,25.30018047
,,1757,74.57554627,25.14735374
,,1758,74.73576355,25.01759502
,,1759,74.86959839,24.88699271
,,1760,75.02949142,24.76043694
,,1761,75.07133866,24.64219044
,,1762,75.21538163,24.54205347
,,1763,75.337677,24.41988608
,,1764,75.42103195,24.35978496
,,1765,75.48641968,24.25622344
,,1766,75.5601883,24.17624459
,,1767,75.62027741,24.11219839
,,1768,75.72582245,24.0493514
,,1769,75.7546196,23.99070221
,,1770,75.78160096,23.9480558
,,1771,75.82383728,23.90303199
,,1772,75.85996628,23.87048768
,,1773,75.88932037,23.85326503
,,1774,75.90164948,23.83086603
,,1775,75.91025543,23.81001851
,,1776,75.92129898,23.812328
,,1777,75.9245224,23.80194216
,,1778,75.91199112,23.79455991
,,1779,75.92292023,23.81792888
,,1780,75.9061699,23.81513533
,,1781,75.88695908,23.8170027
,,1782,75.89803696,23.83643711
,,1783,75.86005402,23.86271478
,,1784,75.85398483,23.85688885
,,1785,75.84807968,23.8769703
,,1786,75.81911469,23.90299988
,,1787,75.81516648,23.91297252
,,1788,75.80632401,23.91870617
,,1789,75.7875557,23.92195263
,,1790,75.78858567,23.93334829
,,1791,75.78688431,23.93721776
,,1792,75.78722382,23.93466482
,,1793,75.78796387,23.92896714
,,1794,75.79596329,23.91794337
,,1795,75.81597519,23.90269653
,,1796,75.84811783,23.88141171
,,1797,75.86174011,23.85991312
,,1798,75.89916993,23.82299622
,,1799,75.92906189,23.78783693
,,1800,75.98205185,23.73329954
,,1801,76.03086853,23.70445327
,,1802,76.1039238,23.62638645
,,1803,76.15876389,23.57179304
,,1804,76.22159577,23.50141484
,,1805,76.30498887,23.42291638
,,1806,76.39875412,23.3452192
,,1807,76.47539902,23.25720628
,,1808,76.57907105,23.16195122
,,1809,76.67283249,23.05892513
,,1810,76.77511216,22.95555528
,,1811,76.8949318,22.84602219
,,1812,77.01130295,22.72870029
,,1813,77.12805176,22.61659289
,,1814,77.26150131,22.48986675
,,1815,77.38938904,22.36203074
,,1816,77.52009201,22.23201368
,,1817,77.6556015,22.09820576
,,1818,77.77769852,21.95581445
,,1819,77.93184662,21.82179759
,,1820,78.05345917,21.67751131
,,1821,78.24897004,21.53069867
,,1822,78.34944153,21.39451938
,,1823,78.51090241,21.25123335
,,1824,78.63788605,21.11059487
,,1825,78.78103638,20.98058652
,,1826,78.92572022,20.84160265
,,1827,79.04970169,20.71014808
,,1828,79.18019104,20.58520538
,,1829,79.31254578,20.46549823
,,1830,79.41778946,20.35228708
,,1831,79.53635025,20.23509796
,,1832,79.63254547,20.12867472
,,1833,79.74089432,20.02214617
,,1834,79.84483719,19.92300618
,,1835,79.93734741,19.83490418
,,1836,79.95281601,19.7479381
,,1837,80.05776978,19.66453842
,,1838,80.14019013,19.60246062
,,1839,80.20153809,19.54430955
,,1840,80.25061798,19.49651813
,,1841,80.29223633,19.46043611
,,1842,80.3145752,19.42031691
,,1843,80.3278122,19.40094268
,,1844,80.3485756,19.39419309
,,1845,80.3360405,19.39399082
,,1846,80.31027222,19.40273265
,,1847,80.28725815,19.42547098
,,1848,80.37098694,19.458456
,,1849,80.24603653,19.48670377
,,1850,80.1989708,19.53327242
,,1851,80.14994812,19.58031237
,,1852,80.06290436,19.64374544
,,1853,79.98323441,19.71376838
,,1854,79.92079926,19.79529373
,,1855,79.827137,19.87582985
,,1856,79.73057938,19.96800161
,,1857,79.6445961,20.06594115
,,1858,79.53882218,20.16589148
,,1859,79.41244126,20.27980078
,,1860,79.32152939,20.38675756
,,1861,79.19767761,20.49160754
,,1862,79.09935379,20.60482905
,,1863,78.99174118,20.71260679
,,1864,78.88341904,20.82407631
,,1865,78.75619889,20.93813193
,,1866,78.63676072,21.05198156
,,1867,78.51871872,21.16158983
,,1868,78.41522599,21.28705546
,,1869,78.28793716,21.40673189
,,1870,78.1719017,21.52506817
,,1871,78.03803635,21.64741774
,,1872,77.92618179,21.77343426
,,1873,77.79689026,21.88150266
,,1874,77.69030381,21.99064557
,,1875,77.59926605,22.09395955
,,1876,77.50598526,22.18243615
,,1877,77.42700577,22.26157036
,,1878,77.35192871,22.33912775
,,1879,77.28101349,22.39668594
,,1880,77.22211075,22.4566486
,,1881,77.17747498,22.50429292
,,1882,77.14282227,22.54903277
,,1883,77.10500717,22.58664248
,,1884,77.07193756,22.61692682
,,1885,77.04911423,22.6347554
,,1886,77.03581619,22.65454315
,,1887,77.0256958,22.66436072
,,1888,77.03960037,22.66566173
,,1889,77.03376007,22.65998513
,,1890,77.04557419,22.64416891
,,1891,77.075943,22.62783724
,,1892,77.11381912,22.60838346
,,1893,77.14173889,22.57576667
,,1894,77.16110993,22.53593762
,,1895,77.21074677,22.49363942
,,1896,77.27179337,22.44706414
,,1897,77.31320572,22.3887498
,,1898,77.37605286,22.33248068
,,1899,77.4405365,22.26273493
,,1900,77.54697037,22.19682745
,,1901,77.5617714,22.11898636
,,1902,77.6617775,22.04082008
,,1903,77.74052048,21.96180616
,,1904,77.82857132,21.87537081
,,1905,77.91521073,21.79303108
,,1906,78.01074601,21.71147871
,,1907,78.09677124,21.62588555
,,1908,78.16843033,21.54307619
,,1909,78.3171463,21.4669318
,,1910,78.35868836,21.37955052
,,1911,78.42462158,21.30580741
,,1912,78.49242783,21.22750461
,,1913,78.56829834,21.15465219
,,1914,78.63463974,21.08546267
,,1915,78.7142334,21.01598381
,,1916,78.7695961,20.95004179
,,1917,78.81589508,20.8930906
,,1918,78.87840271,20.83527131
,,1919,78.93428803,20.78634578
,,1920,78.99580002,20.75672922
,,1921,79.00913239,20.70775461
